doc_content,doc_section,content_root1,content_root2,content_root3,content_root4,content_chapter,doc_title,doc_index,doc_order
,18.11.2 -Limits for reinforcementof prestressed compression members,18.11 -Compression members: Combined flexure and axial loads,18.11.2 -Limits for reinforcementof prestressed compression members,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1468
" Members with average prestressfpc less than 225 ps1 shall have minimum reinforcement in accordance with 7.10, 10.9.1,and 10.9.2 for columns, or 14.3 for walls. ",18.11.2.1,18.11 -Compression members: Combined flexure and axial loads,18.11.2 -Limits for reinforcementof prestressed compression members,18.11.2.1,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1469
,"18.11.2.2  Except for walls, members with average prestressJpc equal to or greater than 225 psi shall have all prestressing tendons enclosed by spirals or lateral ties in accordance with the following:",18.11 -Compression members: Combined flexure and axial loads,18.11.2 -Limits for reinforcementof prestressed compression members,"18.11.2.2  Except for walls, members with average prestressJpc equal to or greater than 225 psi shall have all prestressing tendons enclosed by spirals or lateral ties in accordance with the following:",,CHAPTER 18 -PRESTRESSED CONCRETE,,,1470
 Spirals shall conform to 7.10.4; ,(a),18.11 -Compression members: Combined flexure and axial loads,18.11.2 -Limits for reinforcementof prestressed compression members,"18.11.2.2  Except for walls, members with average prestressJpc equal to or greater than 225 psi shall have all prestressing tendons enclosed by spirals or lateral ties in accordance with the following:",(a),CHAPTER 18 -PRESTRESSED CONCRETE,,,1471
" Lateral ties shall be at least No. 3 in size or welded wire fabric ofequivalent area, and spaced vertically not to exceed48 tie bar or wire diameters, or least dimension of compression member, ",(b),18.11 -Compression members: Combined flexure and axial loads,18.11.2 -Limits for reinforcementof prestressed compression members,"18.11.2.2  Except for walls, members with average prestressJpc equal to or greater than 225 psi shall have all prestressing tendons enclosed by spirals or lateral ties in accordance with the following:",(b),CHAPTER 18 -PRESTRESSED CONCRETE,,,1472
" Ties shall be located vertically not morethan halfa tie spacing above top of footing or slab in any story, and shall be spaced as provided herein to not more than half a tie spacing below lowest horizontal reinforcement in members supported above; and ",(c),18.11 -Compression members: Combined flexure and axial loads,18.11.2 -Limits for reinforcementof prestressed compression members,"18.11.2.2  Except for walls, members with average prestressJpc equal to or greater than 225 psi shall have all prestressing tendons enclosed by spirals or lateral ties in accordance with the following:",(c),CHAPTER 18 -PRESTRESSED CONCRETE,,,1473
" Where beams or brackets frame into all sides ofa column, I shall be permitted to terminate ties not more than 3 in. below lowest reinforcement in such beams or brackets. ",(d),18.11 -Compression members: Combined flexure and axial loads,18.11.2 -Limits for reinforcementof prestressed compression members,"18.11.2.2  Except for walls, members with average prestressJpc equal to or greater than 225 psi shall have all prestressing tendons enclosed by spirals or lateral ties in accordance with the following:",(d),CHAPTER 18 -PRESTRESSED CONCRETE,,,1474
" For walls with average prestressjpcequal to or greater than 225 psi, minimum reinforcement required by 14.3 may be waived wherestructural analysisshows adequatestrength and stability. ",18.11.2.3,18.11 -Compression members: Combined flexure and axial loads,18.11.2 -Limits for reinforcementof prestressed compression members,18.11.2.3,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1475
,18.12 -Slab systems,18.12 -Slab systems,,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1476
" Factored moments and shears in prestressed slab systems reinforced for flexure in more than one direction shall be determined in accordance with provisions of13.7 (excluding 13.7.7.4 and 13.7.7.5), or by more detailed design procedures. ",18.12.1,18.12 -Slab systems,18.12.1,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1477
" Momentstrength of prestressed slabsatevery section shall beat least equal to the required strength considermn 9.2,9.3, 18. 10.3, and 18.10.4. Shear strength of prestressed slabs at columns shall beat leastequalto the required strength considering 9.2, 9.3, 11.1, 11.11.2, and 11 12.2.4. ",18.12.2,18.12 -Slab systems,18.12.2,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1478
" At service load conditions, all serviceability limitations, includingspecified limitson deflections, shall be met, withappropriate consideration ofthe factors listed in 18.10.2. ",18.12.3,18.12 -Slab systems,18.12.3,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1479
" For normal live loads and loads uniformly distributed, spacing ofprestressingtendons or groups of tendons mn one direction shall not exceed 8 timesthe slab thickness, nor 5ft Spacing oftendons also shall provide a minimum average prestress, after allowance for all prestress losses, of 125 ps1 on the slab section tributary to the tendon or tendon group. A minimum oftwo tendons shall be provided in each direction through the critical shear section over columns. Special consideration oftendon spacing shall be provided for slabs with concentrated loads. ",18.12.4,18.12 -Slab systems,18.12.4,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1480
" In slabs with unbonded prestressing tendons, bonded reinforcementshall be provided in accordance with 18.9.3 and 18.9.4. 18.12.6Inlift slabs, bonded bottom reinforcement shall be detailed in accordance with 13.3.8.6. ",18.12.5,18.12 -Slab systems,18.12.5,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1481
,18.13 -Tendon anchorage zones,18.13 -Tendon anchorage zones,,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1482
" Reinforcement shall be provided where required in tendon anchorage zones to resist bursting, splitting,and spalling forces induced by tendonanchorages. Regions of abrupt change in section shall be adequately reinforced. ",18.13.1,18.13 -Tendon anchorage zones,18.13.1,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1483
 End blocks shall be provided where required for support bearing or for distribution ofconcentrated prestress-prestressing forces. ,18.13.2,18.13 -Tendon anchorage zones,18.13.2,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1484
 Post-tensioning anchorages and supporting concrete shall be designed to resist maximum jacking force for strength of concrete at time of prestressing. ,18.13.3,18.13 -Tendon anchorage zones,18.13.3,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1485
 Post-tensioning anchorage zones shall be designed to develop the guaranteed ultimate tensile strength of prestressing tendons using a strength reduction factor f of 0.90 for concrete. ,18.13.4,18.13 -Tendon anchorage zones,18.13.4,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1486
,18.14 -Corrosion protection for unbonded prestressing tendons,18.14 -Corrosion protection for unbonded prestressing tendons,,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1487
 Unbonded tendons shall be completely coated with suitable material to ensure corrosion protection. ,18.14.1,18.14 -Corrosion protection for unbonded prestressing tendons,18.14.1,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1488
" Tendon wrapping shall be continuous over entire length to be unbonded, and shall prevent intrusion of cement paste or loss of coating materials during concrete placement. ",18.14.2,18.14 -Corrosion protection for unbonded prestressing tendons,18.14.2,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1489
" Unbonded single strand tendons shall be protected against corrosion in accordance with 占쏙옙Specification for Unbonded Single Strand Tendons,占쏙옙 revised July 1993, published by the Post-Tensioning Institute. ",18.14.3,18.14 -Corrosion protection for unbonded prestressing tendons,18.14.3,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1490
,18.15 -Post-tensioning ducts,18.15 -Post-tensioning ducts,,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1491
" Ducts for grouted or unbonded tendons shall be mortar-tight and nonreactive with concrete, tendons, or filler material. ",18.15.1,18.15 -Post-tensioning ducts,18.15.1,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1492
" Ducts for grouted single wire, strand, or bar tendons shall have an inside diameter at least 1/4 in. larger than tendon diameter. ",18.15.2,18.15 -Post-tensioning ducts,18.15.2,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1493
" Ducts for grouted multiple wire, strand, or bar tendons shall have an inside cross-sectional area at least 2 timesarea of tendons. ",18.15.3,18.15 -Post-tensioning ducts,18.15.3,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1494
 Ducts shall be maintained free of water if members to be grouted are exposed to temperatures below freezingprior to grouting. ,18.15.4,18.15 -Post-tensioning ducts,18.15.4,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1495
,18.16 -Grout for bonded prestressing tendons,18.16 -Grout for bonded prestressing tendons,,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1496
" Grout shall consist of portland cement and water; or portland cement, sand, and water. ",18.16.1,18.16 -Grout for bonded prestressing tendons,18.16.1,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1497
,18.16.2  Materials for grout shall conform to the following:,18.16 -Grout for bonded prestressing tendons,18.16.2  Materials for grout shall conform to the following:,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1498
 Portland cement shall conform to 3.2. ,18.16.2.1,18.16 -Grout for bonded prestressing tendons,18.16.2  Materials for grout shall conform to the following:,18.16.2.1,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1499
 Water shall conform to 3.4. ,18.16.2.2,18.16 -Grout for bonded prestressing tendons,18.16.2  Materials for grout shall conform to the following:,18.16.2.2,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1500
" Sand, if used, shall conform to 占쏙옙Standard Specifications for Aggregate for Masonry Mortar占쏙옙 (ASTM C 144) except that gradation shall be permitted to be modified as necessary to obtain satisfactory workability. ",18.16.2.3,18.16 -Grout for bonded prestressing tendons,18.16.2  Materials for grout shall conform to the following:,18.16.2.3,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1501
" Admixtures conforming to 3.6 and known to have no injurious effects on grout, steel, or concrete may be used. Calcium chloride shall not be used. ",18.16.2.4,18.16 -Grout for bonded prestressing tendons,18.16.2  Materials for grout shall conform to the following:,18.16.2.4,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1502
,18.16.3 -Selection of grout proportions ,18.16 -Grout for bonded prestressing tendons,18.16.3 -Selection of grout proportions ,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1503
,18.16.3.1  Proportions of materials for grout shall be based on either of the following:,18.16 -Grout for bonded prestressing tendons,18.16.3 -Selection of grout proportions ,18.16.3.1  Proportions of materials for grout shall be based on either of the following:,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1504
 Results of tests on fresh and hardened grout prior to beginning grouting operations; or ,(a),18.16 -Grout for bonded prestressing tendons,18.16.3 -Selection of grout proportions ,18.16.3.1  Proportions of materials for grout shall be based on either of the following:,(a),CHAPTER 18 -PRESTRESSED CONCRETE,,,1505
 Prior documented experience with similar materials and equipment and under comparable field conditions. ,(b),18.16 -Grout for bonded prestressing tendons,18.16.3 -Selection of grout proportions ,18.16.3.1  Proportions of materials for grout shall be based on either of the following:,(b),CHAPTER 18 -PRESTRESSED CONCRETE,,,1506
 Cement used in the work shall correspond to that on which selection of grout proportions was based. ,18.16.3.2,18.16 -Grout for bonded prestressing tendons,18.16.3 -Selection of grout proportions ,18.16.3.2,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1507
" Water content shall be minimum necessary for proper pumping of grout; however, water-cement ratio shall not exceed 0.45 by weight. ",18.16.3.3,18.16 -Grout for bonded prestressing tendons,18.16.3 -Selection of grout proportions ,18.16.3.3,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1508
 Water shall not be added to increase grout flowability that has been decreased by delayed use of grout. ,18.16.3.4,18.16 -Grout for bonded prestressing tendons,18.16.3 -Selection of grout proportions ,18.16.3.4,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1509
,18.16.4 -Mixing and pumping grout,18.16 -Grout for bonded prestressing tendons,18.16.4 -Mixing and pumping grout,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1510
" Grout shall be mixed in equipment capable of continuous mechanical mixing and agitation that will produce uniform distribution of materials, passed through screens, and pumped in a manner that will completely fill tendon ducts. ",18.16.4.1,18.16 -Grout for bonded prestressing tendons,18.16.4 -Mixing and pumping grout,18.16.4.1,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1511
 Temperature of members at time ofgrouting shall be above 35 F and shall be maintained above35 F until field-cured 2-in. cubes of grout reach a minimum compressive strength of800psi. ,18.16.4.2,18.16 -Grout for bonded prestressing tendons,18.16.4 -Mixing and pumping grout,18.16.4.2,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1512
 Grouttemperatures shall not be above 90 F during mixing and pumping. ,18.16.4.3,18.16 -Grout for bonded prestressing tendons,18.16.4 -Mixing and pumping grout,18.16.4.3,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1513
#NAME?,18.17,18.17,,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1514
,18.18 -Application and measurement of prestressing force,18.18 -Application and measurement of prestressing force,,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1515
,18.18.1  Prestressing forceshall be determined by both of the following methods:,18.18 -Application and measurement of prestressing force,18.18.1  Prestressing forceshall be determined by both of the following methods:,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1516
 Measurement of tendon elongation. Required elongation shall be determined from average load-elongation curves for prestressing tendons used; and ,(a),18.18 -Application and measurement of prestressing force,18.18.1  Prestressing forceshall be determined by both of the following methods:,(a),,CHAPTER 18 -PRESTRESSED CONCRETE,,,1517
 Observation of jacking force on a calibrated gage or load cell or by use ofa calibrated dynamometer. Cause ofany difference in force determination between (a) and(b) that exceeds5% for pretensioned elements or 7% for post-tensioned construction shall be ascertained and corrected. ,(b),18.18 -Application and measurement of prestressing force,18.18.1  Prestressing forceshall be determined by both of the following methods:,(b),,CHAPTER 18 -PRESTRESSED CONCRETE,,,1518
" Where transfer of force from bulkheads ofpretensioning bed to concrete is accomplished by flame cutting prestressing tendons, cuttingpoints and cutting sequence shall be predetermined to avoid undesired temporary stresses. ",18.18.2,18.18 -Application and measurement of prestressing force,18.18.2,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1519
 Long lengths of exposed pretensioned strand shall be cut near the memberto minimize shock to con- crete. ,18.18.3,18.18 -Application and measurement of prestressing force,18.18.3,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1520
 Total loss ofprestress due to unreplaced broken tendons shall not exceed 2% oftotal prestress. ,18.18.4,18.18 -Application and measurement of prestressing force,18.18.4,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1521
,18.19 -Post-tensioning anchorages and couplers,18.19 -Post-tensioning anchorages and couplers,,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1522
" Anchorages and couplers for bonded and unbonded prestressing tendons shall develop at least 95% of the specifiedbreaking strength ofthe tendons, when tested in an unbonded condition, without exceeding anticipated set. For bonded tendons, anchorages and couplers shall be located S0 that 100% of the specifiedbreaking strength of the tendons shall be developed at critical sections after tendons are bonded in the member. ",18.19.1,18.19 -Post-tensioning anchorages and couplers,18.19.1,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1523
 Couplers shall be placed in areas approved by the engineer and enclosed in housing long enough to permit necessary movements. ,18.19.2,18.19 -Post-tensioning anchorages and couplers,18.19.2,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1524
" In unbonded construction subject to repetitive loads, special attention shall be given to the possibility of ",18.19.3,18.19 -Post-tensioning anchorages and couplers,18.19.3,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1525
 Anchorageand endfittingsshall be permanently protectedagainst corrosion. ,18.19.4,18.19 -Post-tensioning anchorages and couplers,18.19.4,,,CHAPTER 18 -PRESTRESSED CONCRETE,,,1526
,,,,,,CHAPTER 19 -SHELLS,,,1527
"- Notation f' = specified compressive strength ofconcrete, pS1 ",19,19,,,,CHAPTER 19 -SHELLS,,,1528
,19.1 -Scope and definitions,19.1 -Scope and definitions,,,,CHAPTER 19 -SHELLS,,,1529
 Provisions ofChapter 19 shall apply for design of shell concrete structures having thicknesses equal to or greater than 12 in. ,19.1.1,19.1 -Scope and definitions,19.1.1,,,CHAPTER 19 -SHELLS,,,1530
" All provisions ofthis Code not specifically eXcluded, and not in conflict with provisions ofChapter 19 shall apply to shell structures. ",19.1.2,19.1 -Scope and definitions,19.1.2,,,CHAPTER 19 -SHELLS,,,1531
 Shells may be bounded by supporting members and edge members provided to stiffen the shell and distribute or carry load in composite action with thatshell. ,19.1.3,19.1 -Scope and definitions,19.1.3,,,CHAPTER 19 -SHELLS,,,1532
,19.2 -General,19.2 -General,,,,CHAPTER 19 -SHELLS,,,1533
 Methods of analysis that are based on accepted principles of engineering mechanics and applicable to the geometry ofthe structure shall be used. ,19.2.1,19.2 -General,19.2.1,,,CHAPTER 19 -SHELLS,,,1534
" Elastic behavior shall be an accepted basis for determining internal forces, displacements, and stability of shells. Equilibrium checks of internal forces and external loads shall be made to ensure consistency ofresults. ",19.2.2,19.2 -General,19.2.2,,,CHAPTER 19 -SHELLS,,,1535
 The redistribution offorces in a statically indeterminate structure shall beconsidered ,19.2.3,19.2 -General,19.2.3,,,CHAPTER 19 -SHELLS,,,1536
 The stiffening effect of buttresses or other integral portions ofthe structure shall be considered ,19.2.4,19.2 -General,19.2.4,,,CHAPTER 19 -SHELLS,,,1537
 Shell elements shall be proportioned for the required strength in accordance with provIsions of Chapter 9 ofthis Code. ,19.2.5,19.2 -General,19.2.5,,,CHAPTER 19 -SHELLS,,,1538
" Investigation ofthin shells for stability shall include consideration ofpossible reduction in buckling capacity caused by large deflections, creep effects, temperature, cracking, and deviation between actual and theoretical shell surface. ",19.2.6,19.2 -General,19.2.6,,,CHAPTER 19 -SHELLS,,,1539
 The effect ofopenings or penetrations on the strength and behavior of the overall structureshall be considered. Theshell shall be permitted to be thickened around the openings or penetrations if necessary to satisfy strength requirements and facilitate concrete placement. ,19.2.7,19.2 -General,19.2.7,,,CHAPTER 19 -SHELLS,,,1540
,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,19.2 -General,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,,,CHAPTER 19 -SHELLS,,,1541
 Supporting members shall be designed in accordance with applicable provisions of this code. ,19.2.9.1,19.2 -General,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,19.2.9.1,,CHAPTER 19 -SHELLS,,,1542
 A portion of the shell equal to the effective flange width as specified in 8 10 shall be permitted to act with supporting members ,19.2.9.2,19.2 -General,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,19.2.9.2,,CHAPTER 19 -SHELLS,,,1543
" Within the effective flange width ofshell assumed to act with supporting members, reinforcement perpendicular to supporting member shall be at least equal to that required fora T-beam flange as specified in 8.10.5 ",19.2.9.3,19.2 -General,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,19.2.9.3,,CHAPTER 19 -SHELLS,,,1544
 Compatibility shall be maintained atthe Junction ofthe shell and the supporting member and at all locations ofdiscontinuities in geometric and material properties which affect the shell stiffness. 19.2.10-Model tests ,19.2.9.4,19.2 -General,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,19.2.9.4,,CHAPTER 19 -SHELLS,,,1545
 Model tests shall be permitted in support of thedesign ifthey are planned and executed by individuals or laboratories with experience in physical testing. ,19.2.10.1,19.2 -General,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,19.2.10.1,,CHAPTER 19 -SHELLS,,,1546
" When model tests are used, only those portions ofthe shell structure that significantly affect items under study need be simulated. ",19.2.10.2,19.2 -General,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,19.2.10.2,,CHAPTER 19 -SHELLS,,,1547
 Every attempt shall be made to ensure that elastic model tests reveal quantitative behavior of prototype structure. ,19.2.10.3,19.2 -General,19.2.8  Nonlinear variations in circumferential and meridional stresses across the shell thickness shall be considered when appropriate. 19.2.9 Supporting members,19.2.10.3,,CHAPTER 19 -SHELLS,,,1548
-Design strength of materials Specified compressive strength of concrete 28 days shall not be less than 3000 ps1. ,19.3,19.3,,,,CHAPTER 19 -SHELLS,,,1549
,19.4 -Section design and reinforcement requirements,19.4 -Section design and reinforcement requirements,,,,CHAPTER 19 -SHELLS,,,1550
 Tensile strength ofthe concrete shall not be relied upon to resist flexural and membrane action. ,19.4.1,19.4 -Section design and reinforcement requirements,19.4.1,,,CHAPTER 19 -SHELLS,,,1551
 Reinforcementshall be provided in two or more directions and shall be proportioned such that its resistance in any direction exceeds the componentofapplied forces in that direction. ,19.4.2,19.4 -Section design and reinforcement requirements,19.4.2,,,CHAPTER 19 -SHELLS,,,1552
 Shell reinforcementrequired for flexure shall be proportioned with dueregard to axial forces. ,19.4.3,19.4 -Section design and reinforcement requirements,19.4.3,,,CHAPTER 19 -SHELLS,,,1553
 Reinforcement shall meetthe minimum requirements of7.12. ,19.4.4,19.4 -Section design and reinforcement requirements,19.4.4,,,CHAPTER 19 -SHELLS,,,1554
" Shell reinforcementat junction ofshell and supporting members or edge members shall be anchored in or through supporting members by embedmentlength, hooks, or mechanical anchorage in accordance with Chapter 12. ",19.4.5,19.4 -Section design and reinforcement requirements,19.4.5,,,CHAPTER 19 -SHELLS,,,1555
" All forces imposed by curved reinforcement shall be considered in the design of local areas, such as around f' at penetrations ",19.4.6,19.4 -Section design and reinforcement requirements,19.4.6,,,CHAPTER 19 -SHELLS,,,1556
" Construction The engineershall specify the tolerances for the shape of the shell. Ifconstruction results in deviations from the shape greater than the specified tolerances, an analysis ofthe effect ofthe deviations shall be made. ",19.5,19.5,,,,CHAPTER 19 -SHELLS,,,1557
,,,,,,,,,1558
,,,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1559
"-Notation D = dead loads or related internal moments and forces fe = specified compressive strength ofconcrete, pS1 h = overall thickness ofmember, in. L = live loads or related internal moments and forces 4t = span of member under load test, in. (The shorter span for two-way slab systems. Span IS the smaller of(a) distance between centers of supports, and (b) clear distance between supports plus thickness h of member. In Eq. (20-1), span for a cantilever shall be taken as twice the distance from support to cantilever end, in. measured maximum deflection, in. See Eq. max (20-1) measured residual deflection, See Eq. (20-2) rmax and (20-3) fmax maximum deflection measured during the second test relative to the position ofthe structure at the beginning ofthe second test, in. See Eq. (20-3) ",20,20,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1560
,20.1 -Strength evaluation: General,20.1 -Strength evaluation: General,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1561
" Ifdoubt develops concerning the safety ofa structure or member, and/or low-strength concrete 1S confirmed in accordance with 5.6.4.4 and computations indicate that load-carrying capacity has been significantly reduced, the engineer may order astrength evaluation. (For approval of special systems ofdesign or construction, see .4 regarding use oftests.) ",20.1.1,20.1 -Strength evaluation: General,20.1.1,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1562
" Ifthe effect ofthe strength deficiency 1S well understood andifitis feasible to measure the dimensions and material properties required for analysis, analytical evaluations ofstrength based on those measurements shall suffice. Required data shall be determined in accordance with 20.2. ",20.1.2,20.1 -Strength evaluation: General,20.1.2,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1563
" Ifthe effect ofthe strength deficiency 1S not well understood or ifitIS not feasible to establish the required dimensions and material properties by measurement, a load testshall be required ifthe structure 1S to remain in service. ",20.1.3,20.1 -Strength evaluation: General,20.1.3,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1564
" Ifthe doubt about safety ofa part orall ofa structure involves deterioration, and ifthe observed response during the load test satisfies the acceptance criteria, the structure or part of the structure shall be permitted to remain m service for a specifiedtimeperiod Ifdeemed necessary by the engineer, periodic reevaluations shall be conducted ",20.1.4,20.1 -Strength evaluation: General,20.1.4,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1565
,20.2  -Analytical investigations: General,20.2  -Analytical investigations: General,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1566
" Ifstrength evaluation 1S by analysis, a thorough field investigation shall be made ofdimensions and details of members, properties ofmaterials, and other pertinent conditions ofthe structure as actually built. ",20.2.1,20.2  -Analytical investigations: General,20.2.1,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1567
" Locations and sizes of the reinforcing bars, welded wire fabric, or tendons shall be determined by measurement. It shall be permitted to base reinforcement locations on available drawings if spot checks are made confirming the information on the drawings. ",20.2.2,20.2  -Analytical investigations: General,20.2.2,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1568
" If required, concrete strength shall be based on results of cylinder tests or tests of cores removed from the part of the structure where the strength is in doubt. Concrete strengths shall be determined as specified in 5.6.4. ",20.2.3,20.2  -Analytical investigations: General,20.2.3,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1569
" If required, reinforcement or tendon strength shall be based on tensile tests of representative samples of the material in the structure in question.  ",20.2.4,20.2  -Analytical investigations: General,20.2.4,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1570
" If the required dimensions and material properties are determined through measurements and testing, and if calculations can be made in accordance with 20.1.2 and subject to the special requirement of 1.4, it shall be permitted to increase the strength reduction factor in 9.3, but the strength reduction factor shall not be more than:  ",20.2.5,20.2  -Analytical investigations: General,20.2.5,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1571
,20.3 -Load tests: General,20.3 -Load tests: General,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1572
" If strength evaluation is by load tests, a qualified engineer authorized by the Owner and engineer shall control such tests. ",20.3.1,20.3 -Load tests: General,20.3.1,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1573
" A load test shall not be made until that portion of the structure to be subject to load is at least 56 days old. If the Owner, engineer, and all other involved parties agree, it is permitted to make the test at an earlier age. ",20.3.2,20.3 -Load tests: General,20.3.2,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1574
" When only a portion of the structure is to be load tested, the questionable portion shall be load tested in sucha manner as to adequately test the suspected source of weakness. ",20.3.3,20.3 -Load tests: General,20.3.3,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1575
" Forty-eight hours prior to application of test load, a load to simulate effect of that portion of the dead loads not already acting shall be applied and shall remain in place until all testing has been completed. ",20.3.4,20.3 -Load tests: General,20.3.4,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1576
 Load tests are not confined to the complete concrete structure; tests may be utilized to determine strength characteristics of specific elements such as anchorages and embedments. The engineer shall specify the appropriate testing parameters.  ,20.3.5,20.3 -Load tests: General,20.3.5,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1577
,20.4 -Load test procedure,20.4 -Load test procedure,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1578
#NAME?,20.4.1,20.4 -Load test procedure,20.4.1,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1579
-Load intensity The test load shall be ofa magnitude and in the direction ofinterest necessary to fully evaluate the structural behavior and response ofthe member or portion thereof. The total test load (including dead load already in place) shall not be less than 0.85 (1.4D+ 1.7L). ,20.4.2,20.4 -Load test procedure,20.4.2,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1580
,20.5 -Loading criteria,20.5 -Loading criteria,,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1581
" Theinitial value for all applicableresponse measurements (such as deflection, rotation, strain, slip, crack widths) shall be obtained not more than one hour before application ofthe first load increment. Measurements shall be made at locations where maximum response IS expected. Additional measurements shall be made ifrequired. ",20.5.1,20.5 -Loading criteria,20.5.1,,,CHAPTER 20 -STRENGTH EVALUATION OF EXISTING STRUCTURES,,,1582
